iter	F1	Logloss
288	1	0.004607505051
289	1	0.004593757799
290	1	0.004561010258
291	1	0.004526830393
292	1	0.004514582575
293	1	0.004482992216
294	1	0.004468566831
295	1	0.004457960238
296	1	0.004449816618
297	1	0.004427112865
298	1	0.004419568414
299	1	0.004401660639
300	1	0.004373067709
301	1	0.004365252839
302	1	0.00434729196
303	1	0.004318189649
304	1	0.004289082644
305	1	0.004258009234
306	1	0.004234449105
307	1	0.004220166985
308	1	0.004197701948
309	1	0.004184056307
310	1	0.004162834817
311	1	0.004151572937
312	1	0.004119526524
313	1	0.004097483606
314	1	0.00405554197
315	1	0.004043102853
316	1	0.004034627354
317	1	0.004021721241
318	1	0.004009246929
319	1	0.003997235824
320	1	0.00397240844
321	1	0.003948675774
322	1	0.003938355703
323	1	0.003908055161
324	1	0.003906950724
325	1	0.003883663668
326	1	0.003869516259
327	1	0.003855921454
328	1	0.003855907183
329	1	0.003844559197
330	1	0.003833603308
331	1	0.003833457022
332	1	0.00381413758
333	1	0.00379288072
334	1	0.003773863372
335	1	0.003756113453
336	1	0.003737954934
337	1	0.003720699881
338	1	0.00369373465
339	1	0.00368309877
340	1	0.003663405887
341	1	0.003650764722
342	1	0.003630546724
343	1	0.003612446166
344	1	0.003604316932
345	1	0.003595224545
346	1	0.003584992693
347	1	0.003559602631
348	1	0.003541156858
349	1	0.003532801855
350	1	0.003519329983
351	1	0.003494651392
352	1	0.003478532864
353	1	0.003470469921
354	1	0.003453031093
355	1	0.003446645235
356	1	0.003440477904
357	1	0.003434841274
358	1	0.003419634859
359	1	0.003400423695
360	1	0.003387607948
361	1	0.003380399291
362	1	0.003371441477
363	1	0.003356875421
364	1	0.003340663973
365	1	0.003326562719
366	1	0.003309682278
367	1	0.003293976485
368	1	0.003287209214
369	1	0.003272088347
370	1	0.003250709941
371	1	0.003230086634
372	1	0.00321510133
373	1	0.003201434533
374	1	0.003181045331
375	1	0.003168718469
376	1	0.003155374282
377	1	0.003149087405
378	1	0.003140057635
379	1	0.003125681519
380	1	0.003119641223
381	1	0.003105990394
382	1	0.003093285433
383	1	0.003093018183
384	1	0.003082165956
385	1	0.003071997243
386	1	0.003053417408
387	1	0.00304679448
388	1	0.003040365874
389	1	0.003034117343
390	1	0.003034103636
391	1	0.00302677417
392	1	0.003010837891
393	1	0.003001438703
394	1	0.002983772007
395	1	0.002971417925
396	1	0.002965616279
397	1	0.002959702139
398	1	0.002948147369
399	1	0.002940982532
400	1	0.002940975814
401	1	0.00293426314
402	1	0.002924219193
403	1	0.002924212501
404	1	0.002924158969
405	1	0.002924152279
406	1	0.002907543096
407	1	0.002901641936
408	1	0.002901635284
409	1	0.002901628632
410	1	0.00290162198
411	1	0.002901615329
412	1	0.002901608677
413	1	0.002901602026
414	1	0.002901595375
415	1	0.002901588725
416	1	0.002901582074
417	1	0.002901575424
418	1	0.002901554271
419	1	0.002901547621
420	1	0.002901540971
421	1	0.002901534321
422	1	0.002901527672
423	1	0.002901506522
424	1	0.002901485376
425	1	0.002886981738
426	1	0.002886971092
427	1	0.002886944605
428	1	0.002886918122
429	1	0.002886904881
430	1	0.002870302435
431	1	0.002870302435
432	1	0.002870302435
433	1	0.002870302435
434	1	0.002870302435
435	1	0.002870302435
436	1	0.002870302435
437	1	0.002870302435
438	1	0.002870302435
439	1	0.002870302435
440	1	0.002870302435
441	1	0.002870302435
442	1	0.002870302435
443	1	0.002870302435
444	1	0.002870302435
445	1	0.002870302435
446	1	0.002870302435
447	1	0.002870302435
448	1	0.00285863089
449	1	0.00284705894
450	1	0.00283313252
451	1	0.002833082034
452	1	0.002833069415
453	1	0.002833056797
454	1	0.002833044179
455	1	0.002833031563
456	1	0.002833018947
457	1	0.002833006332
458	1	0.002832993718
459	1	0.002832981105
460	1	0.002832968493
461	1	0.002832955881
462	1	0.00283294327
463	1	0.00283293066
464	1	0.002832918051
465	1	0.002832905443
466	1	0.002832892835
467	1	0.002832880228
468	1	0.002832867622
469	1	0.002832855017
470	1	0.002832842413
471	1	0.002832829809
472	1	0.002832817206
473	1	0.002832804604
474	1	0.002832792003
475	1	0.002832779403
476	1	0.002832766803
477	1	0.002832756851
478	1	0.002832744252
479	1	0.002832731654
480	1	0.002832719056
481	1	0.00283270646
482	1	0.002832693864
483	1	0.00283268127
484	1	0.002825480532
485	1	0.002825475667
486	1	0.0028254249
487	1	0.002811928723
488	1	0.002806731875
489	1	0.002806706719
490	1	0.002806681565
491	1	0.002806656415
492	1	0.002806631268
493	1	0.002806606125
494	1	0.002799022253
495	1	0.002798996918
496	1	0.002798971586
497	1	0.002798946257
498	1	0.002798920932
499	1	0.00279889561
